,filename,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,../train_2/2_1000_0.mat,0,-1.07421874418e-06,-0.240761294961,0.00606458354741,-0.0984455049038,0.132819920778,0.0762404873967,0.232874035835,0.133153945208,0.135828584433,0.0222041793168,0.256499707699,0.0709339156747,0.055588517338,-0.00717797037214,-0.143609046936,-0.00392482290044,30.9942913055,36.1405944824,42.8823051453,30.0911121368,46.1186065674,36.5061988831,31.8060150146,28.9795742035,27.811296463,0.627429366112,25.2164573669,23.5735397339,35.5980606079,41.0064544678,29.4206943512,26.0502414703,-0.442405343056,-0.833488881588,-0.0899535939097,-0.248636245728,-0.221379294991,-1.03407025337,-0.852445662022,-0.404256075621,-0.0315040796995,5.57252550125,-0.120855465531,-0.494965672493,0.201003462076,-0.662370741367,-0.267248153687,-0.323532730341,4.32106876373,8.46531677246,2.05217123032,3.77155637741,1.8193602562,13.4118118286,11.7705669403,4.78723239899,3.35235404968,70.909538269,2.40577411652,3.29137849808,1.30804729462,2.6379442215,1.10639190674,3.0012960434
1,../train_2/2_1001_0.mat,0,-7.64973947298e-07,-0.221828296781,0.0027565266937,-0.0925907343626,0.131174132228,0.0730817094445,0.220583543181,0.136953756213,0.12869553268,0.0215208493173,0.244437545538,0.0707788690925,0.057462785393,-0.0130590572953,-0.14800453186,-0.00660313712433,33.6224517822,39.1951942444,41.1230697632,32.3553771973,45.4778022766,40.1101150513,36.7745819092,34.6289024353,30.2148265839,0.62344032526,26.7207660675,24.5370521545,34.8904838562,38.8598098755,29.1404647827,26.4111385345,-0.447145909071,-0.891383230686,-0.0221310853958,-0.422801613808,-0.149979844689,-1.20835888386,-2.35096335411,-2.51719069481,-0.180690526962,5.627368927,-0.274189889431,-0.512081742287,0.212681904435,-0.555322825909,-0.213558197021,-0.234025031328,4.85637283325,8.51551628113,2.8750371933,5.52832984924,1.69693088531,19.4768314362,31.1851921082,39.4033889771,5.90260219574,72.619720459,3.08502626419,3.43492269516,1.32454156876,2.12873458862,1.07087993622,2.63770675659
2,../train_2/2_1002_0.mat,0,7.97526070073e-07,-0.254371494055,-0.00125061033759,-0.11201582104,0.139268040657,0.0968520268798,0.261028856039,0.170701041818,0.155833676457,0.0245666634291,0.27835085988,0.0789924561977,0.0567930005491,-0.0211456045508,-0.173292249441,-0.0109619386494,55.2095298767,51.1614723206,48.5105209351,35.5688362122,46.8391113281,53.3604316711,50.4885368347,52.3465270996,41.4417381287,0.674495637417,34.5750160217,30.3093280792,31.6197528839,34.7305221558,29.0635147095,29.5796699524,-0.811710953712,-0.949697852135,0.0229824911803,-0.440671861172,-0.0610964298248,-1.20301067829,-1.72840702534,-2.48664832115,-0.108952991664,4.94842100143,-0.507778346539,-0.503573715687,0.185033291578,-0.41871252656,-0.162537842989,-0.367050647736,4.16851854324,6.99959468842,1.64455652237,4.32945203781,1.84431743622,13.3524017334,14.0469341278,24.2730808258,4.47692346573,64.4701461792,3.60094928741,3.26467323303,1.22372817993,2.27097082138,1.14976501465,3.52884197235
3,../train_2/2_1003_0.mat,0,1.08642575469e-06,-0.35770496726,0.00339956046082,-0.16041135788,0.188230887055,0.151914909482,0.370263934135,0.238110542297,0.201377734542,0.0323500111699,0.365284770727,0.105954319239,0.0811662822962,-0.0412746183574,-0.23512519896,-0.0192910544574,50.8271179199,55.5758934021,54.4101638794,39.1476593018,74.0332641602,74.7133102417,67.7822189331,64.6678466797,52.3171386719,0.710003495216,38.5019836426,34.215473175,46.467792511,41.0926475525,36.6128044128,33.9905586243,-0.246954023838,-0.588499426842,0.0777403339744,-0.050817143172,0.0119094438851,-1.44469034672,-1.45977687836,-2.11824083328,-0.313211500645,5.40101718903,-0.0934528708458,-0.299477905035,0.463785648346,-0.287982136011,-0.0533154346049,-0.183008864522,2.50095510483,5.02957057953,2.55282449722,3.2488861084,1.94063091278,11.8972892761,8.42155456543,18.5656394958,4.43985319138,60.1709861755,2.75130462646,2.52519655228,5.68930244446,2.77006292343,1.65324020386,2.1731505394
4,../train_2/2_1004_0.mat,0,-2.32747402151e-06,-0.403024703264,0.0242235027254,-0.176526486874,0.200474187732,0.15121512115,0.420230805874,0.253330886364,0.231997787952,0.0364458337426,0.413981258869,0.111987225711,0.0960345640779,-0.0500008948147,-0.254584282637,-0.0147945675999,57.560043335,66.0381851196,68.0053024292,49.9904441833,70.0142288208,68.5996932983,60.1674995422,51.3477058411,66.9103851318,0.755080699921,50.8444900513,41.3467979431,71.1636657715,43.9778594971,41.6654586792,37.3512153625,-0.100504100323,-0.717095434666,0.322377979755,0.227954551578,-0.140545397997,-1.37455546856,-0.516844451427,-0.56077170372,-0.460430681705,5.1136431694,-0.081637211144,-0.221323698759,0.452926367521,0.014824103564,-0.0129848457873,0.0386848524213,0.899999380112,3.04766368866,1.2662730217,1.05691289902,2.4572520256,17.4265880585,4.06778097153,2.87479543686,2.15164852142,52.944278717,0.91002202034,1.12451553345,2.95928096771,0.60936164856,0.528962373734,0.662553787231
5,../train_2/2_1005_0.mat,0,-2.9500324672e-06,-0.398272663355,0.00423092441633,-0.17127212882,0.213478595018,0.143794715405,0.386553764343,0.231296747923,0.253070473671,0.0356041826308,0.417855978012,0.117792762816,0.104812026024,-0.0474413111806,-0.258508741856,-0.0177094601095,63.581073761,77.3502655029,76.0506820679,58.2311592102,69.1268386841,60.6728477478,58.0516204834,53.6936645508,79.0421905518,0.764482438564,59.776725769,45.4864082336,80.6694107056,48.2637062073,46.4598579407,40.3934745789,-0.0939218103886,-0.657348275185,0.394182443619,0.267240822315,-0.168392688036,-0.687416195869,-0.629738092422,-1.00825572014,-0.433655261993,4.82618284225,-0.215709030628,-0.259506583214,0.420425832272,-0.0186515003443,0.055437926203,0.00455134827644,1.28993034363,1.87924051285,0.945698022842,1.22519159317,2.57767486572,11.3727846146,4.0097489357,8.18015003204,1.75899219513,49.5464286804,1.06302261353,0.953097343445,1.78691101074,0.750310182571,0.529875278473,0.524974822998
6,../train_2/2_1006_0.mat,0,-1.22070309772e-06,-0.371692866087,-0.00929739605635,-0.157507404685,0.198289513588,0.162369519472,0.385625869036,0.254531949759,0.201695710421,0.0323124825954,0.369474798441,0.105202890933,0.0660817548633,-0.0415322110057,-0.244350656867,-0.0233198162168,57.6446609497,60.0997238159,55.9440460205,43.5523338318,79.6685028076,83.5436248779,76.6288146973,77.9025115967,52.6187171936,0.721256792545,43.8897209167,39.3557090759,53.8392105103,48.2063713074,41.699672699,37.4490814209,-0.455141067505,-0.53419137001,0.0877312272787,-0.158947348595,-0.0338521413505,-1.7560056448,-1.62363386154,-1.96348011494,-0.162331461906,5.1261343956,-0.0505992285907,-0.170728206635,0.341340243816,-0.355379223824,-0.0926951244473,-0.188302367926,2.29137086868,4.86663818359,2.33539295197,2.86434173584,2.62118196487,12.2962293625,8.42572402954,12.1485996246,3.99197721481,55.9718437195,2.42147636414,2.19750642776,3.84720468521,2.18099832535,1.37356233597,1.94012069702
7,../train_2/2_1007_0.mat,0,1.61132811627e-06,-0.374046683311,0.00139047857374,-0.162144705653,0.193640366197,0.192600265145,0.388372272253,0.255385607481,0.224339604378,0.0323750302196,0.36010992527,0.0955703854561,0.0699732452631,-0.0545946620405,-0.25315412879,-0.0275453533977,54.6105422974,58.7044334412,59.3545417786,45.9558448792,80.5889053345,84.1255722046,73.2970123291,73.1257171631,56.1569290161,0.7275801301,46.0952148438,39.7263336182,59.9935417175,45.1210670471,40.5639190674,36.3066940308,-0.30248349905,-0.557513058186,0.368907690048,0.0536760315299,-0.0454693026841,-1.50239741802,-1.47481799126,-1.93642306328,-0.329505652189,4.83946609497,-0.0862938165665,-0.169557526708,0.400100409985,-0.195948138833,0.0155448028818,-0.06836052984,1.77423238754,3.76201725006,1.93476104736,2.15831327438,2.02582550049,10.5922832489,7.9608745575,11.8693599701,3.69263696671,51.5325546265,1.79665088654,1.61695671082,4.08721446991,1.71680450439,1.11292314529,1.27841663361
8,../train_2/2_1008_0.mat,0,6.61214158981e-08,-0.029845951125,-1.26810709844e-05,-0.00874162279069,0.0152376545593,0.0135833108798,0.0307626146823,0.0201541576535,0.0108583364636,0.00240833358839,0.0247458033264,0.00501662073657,0.00494996737689,-0.00362905859947,-0.0150999352336,-0.000258376065176,14.0995998383,18.470281601,16.4109458923,13.2631902695,23.0188789368,21.7538642883,20.1490573883,19.6691360474,15.0058937073,0.195561245084,12.3940582275,11.1427593231,14.9165754318,11.7919368744,10.6268367767,10.0435972214,-1.74792528152,-2.50697517395,-0.124986603856,-0.44948130846,0.550145566463,-5.74094057083,-4.67218160629,-6.13489818573,-2.81480574608,18.9252548218,-0.60027128458,-0.401374489069,0.389015644789,-0.0664780810475,0.514429271221,-1.17982804775,65.3783035278,74.9322662354,65.0498352051,91.9647598267,65.7178268433,192.120544434,125.022338867,195.309692383,113.427696228,778.044921875,61.8465652466,58.5242919922,88.7618408203,71.9929962158,52.9245643616,68.3029632568
9,../train_2/2_1009_0.mat,0,1.59606929628e-06,-0.340479642153,0.00888991728425,-0.150898978114,0.199589401484,0.136555716395,0.355902403593,0.20895601809,0.201713189483,0.0305375065655,0.336045920849,0.0948969423771,0.0873321518302,-0.0455966889858,-0.224404364824,-0.0210618935525,49.5363502502,52.0206832886,48.8919029236,42.1961975098,72.6663818359,70.6544189453,61.9111633301,56.6769332886,48.9740562439,0.694723665714,42.7054824829,36.301525116,56.5480461121,42.2587547302,38.4483757019,35.1380653381,-0.376083731651,-0.706509113312,0.256689280272,0.0492517501116,-0.176382437348,-0.93148958683,-1.21990215778,-1.25299227238,-0.277022242546,5.3956785202,-0.215743035078,-0.216363623738,0.594101905823,-0.098263643682,-0.0160755570978,-0.17765493691,3.29472970963,5.21499347687,2.48738956451,2.47761249542,2.22870445251,9.94199466705,8.20116329193,8.90671825409,4.15644216537,61.0604019165,2.39472532272,1.7338757515,4.39848041534,1.44290494919,1.23124694824,1.74927139282
